ProductID,ProductName,AvailableQuantity,MRP,SalePrice,Category,Subcategory,Brand,After Discount,% discount
11775216,Babyhug 100% Cotton Hooded  Wrapper Car Print - Red & White,1,445,445,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,307,31
13145648,Babyhug Canvas Storage Bag Dino Print- Blue,1,645,645,Nursery,Storage & Organization,Babyhug,0,0
3453113,Babyhug Expedition 3 in 1 Convertible Car Seat With Recliner with 1 Year Warranty - Grey,1,7595,7595,Baby Gear,Baby Car Seats,Babyhug,4860,36
15426020,Multi-Functional Portable Feeding Highchair Plastic With 2 Level Height Adjustment - White| Removable Footrest| Safety Harness| Comfortable Seat,1,1995,1995,Baby Gear,High Chairs & Booster Seats,Fab N Funky,,
20352083,Babyhug 4 in 1 Convertible Baby Cot with Rocking Function| Parent Bed Attachment| Study Table| Wheels with Lock| New Zealand Pinewood| Non-Toxic Finish| Mosquito Net - Beige,1,9995,9995,Nursery,Baby Furniture,Babyhug,7196,28
2810522,Babyhug Premium 3 Layered Baby Muslin Blanket Rocket Print -Multicolor,1,1795,1795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,1130,37
124735,Babyhug Portable Baby Mosquito Net Small  - Green,1,919,919,Nursery,Mosquito Nets,Babyhug,588,36
9543090,Babyhug 100% Premium Cotton Pillow Bolster & Diaper Changing Mat Set of 4 - Polka Dots Blue,1,1145,1145,Nursery,Baby Bedding Sets & Pillows,Babyhug,858,25
11506303,Babyhug Plug & Play Stallion Tricycle with Parental Push Handle & Foldable Canopy - Teal Blue,1,4795,4795,Baby Gear,Tricycles & Bikes,Babyhug,3068,36
9045464,Babyhug Premium Bolster Set of 2 Unicorn Print - Pink| 100% Cotton Outer Cover| Safe Sleep| Girls and Boys| Protection from Crib Railing| New Born Gifting Option,1,695,695,Nursery,Baby Bedding Sets & Pillows,Babyhug,445,35
16085361,Plug & Play Tricycle With Parental Push Handle & Cushion Seat Guardrail - Orange,1,3595,3595,Baby Gear,Tricycles & Bikes,Fab N Funky,1905,47
2810518,Babyhug Premium 3 Layered Baby Muslin Blanket Racoon Print - Orange,1,1795,1795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,1220,32
2810518,Babyhug Premium 3 Layered Baby Muslin Blanket Racoon Print - Orange,1,1795,1795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,1220,32
18729974,Brandonn Hooded Wrappers Pack of 2 - Blue (Design & Colour May Vary),1,999,999,Nursery,Blankets  Wrappers & Sleeping Bags,BRANDONN,269,73
18729974,Brandonn Hooded Wrappers Pack of 2 - Blue (Design & Colour May Vary),1,999,999,Nursery,Blankets  Wrappers & Sleeping Bags,BRANDONN,269,73
571666,Firstcry Baby On Board Sign - Blue,1,149,149,Baby Gear,Baby Car Seats,Babyhug,92,38
571666,Firstcry Baby On Board Sign - Blue,1,149,149,Baby Gear,Baby Car Seats,Babyhug,92,38
9337440,Babyhug 100% Cotton Sleeping Bag cum Carry Nest Zebra Print - Orange,1,795,795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,580,27
9337440,Babyhug 100% Cotton Sleeping Bag cum Carry Nest Zebra Print - Orange,1,795,795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,580,27
2288082,Babyhug Lion Print 2 in 1 Cradle cum bassinet with Mosquito Net and Swing Lock function - Blue,1,7995,7995,Nursery,Baby Furniture,Babyhug,5596,30
2288082,Babyhug Lion Print 2 in 1 Cradle cum bassinet with Mosquito Net and Swing Lock function - Blue,1,7995,7995,Nursery,Baby Furniture,Babyhug,5596,30
14604657,Baby On Board Car Sticker - White| Easy to Install| High Visibility| Weather ProofBaby On Board Car Sticker - White| Easy to Install| High Visibility| Weather Proof,1,85,85,Baby Gear,Baby Car Seats,Fab N Funky,68,20
14604657,Baby On Board Car Sticker - White| Easy to Install| High Visibility| Weather ProofBaby On Board Car Sticker - White| Easy to Install| High Visibility| Weather Proof,1,85,85,Baby Gear,Baby Car Seats,Fab N Funky,68,20
3218775,Babyhug Cotton Swaddle Wrapper Floral Print - Pink,1,545,545,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,397,27
3218775,Babyhug Cotton Swaddle Wrapper Floral Print - Pink,1,545,545,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,397,27
9721232,LuvLap Soft 100% Cotton Hooded Wrapper Cum Warm  Blanket  for New Born Baby to 3 Year Old  75cmx75cm  Ice Cream Print (Pink),1,345,345,Nursery,Blankets  Wrappers & Sleeping Bags,Luv Lap,269,22
9721232,LuvLap Soft 100% Cotton Hooded Wrapper Cum Warm  Blanket  for New Born Baby to 3 Year Old  75cmx75cm  Ice Cream Print (Pink),1,345,345,Nursery,Blankets  Wrappers & Sleeping Bags,Luv Lap,269,22
571661,Babyhug Baby On Board Sign Giraffe - Red,2,149,149,Baby Gear,Baby Car Seats,Babyhug,113,24
10818935,Babyhug Giraffe Shaped Soft Seat - Blue,1,2295,2295,Nursery,Kids Furniture,Babyhug,1491,35
10818935,Babyhug Giraffe Shaped Soft Seat - Blue,1,2295,2295,Nursery,Kids Furniture,Babyhug,1491,35
3218778,Babyhug Cotton Swaddle Wrapper Space Print - White & Blue,1,545,545,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,354,35
3218778,Babyhug Cotton Swaddle Wrapper Space Print - White & Blue,1,545,545,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,354,35
11864636,Kids Travel Suitcase Trolley Bag with Wheels - 18 inch lugguage & 15 Inch Backpack,1,5995,5995,Nursery,Travel Accessories,Fab N Funky,3417,43
11864636,Kids Travel Suitcase Trolley Bag with Wheels - 18 inch lugguage & 15 Inch Backpack,1,5995,5995,Nursery,Travel Accessories,Fab N Funky,3417,43
2588432,Babyhug 3 in 1 Premium Baby Cotton Muslin Wrapper Cum Swaddle Rocket Print Pack of 2  - Multicolour,1,1195,1195,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,972,18
2588432,Babyhug 3 in 1 Premium Baby Cotton Muslin Wrapper Cum Swaddle Rocket Print Pack of 2  - Multicolour,1,1195,1195,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,972,18
2032526,Babyhug Premium Cotton Baby Nest Bag Farm Theme - Yellow & Blue,1,1245,1245,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,809,35
2032526,Babyhug Premium Cotton Baby Nest Bag Farm Theme - Yellow & Blue,1,1245,1245,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,809,35
3036147,Babyhug Sleeping Bag Parkland Print - Multicolor,1,895,895,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,647,27
3036147,Babyhug Sleeping Bag Parkland Print - Multicolor,1,895,895,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,647,27
19202781,Bonfino Premium Cotton Bear shape Memory Foam Pillow  Cupcake Print - Pink & White| Prevents Flat-Head Syndrome| Neck & Shoulder Support| Soft Breathable Fabric| Washable| Travel Friendly| 0+ Months,1,899,899,Nursery,Baby Bedding Sets & Pillows,Bonfino,476,47
19202781,Bonfino Premium Cotton Bear shape Memory Foam Pillow  Cupcake Print - Pink & White| Prevents Flat-Head Syndrome| Neck & Shoulder Support| Soft Breathable Fabric| Washable| Travel Friendly| 0+ Months,1,899,899,Nursery,Baby Bedding Sets & Pillows,Bonfino,476,47
10443226,R for Rabbit Marshmallow High Chair For Baby  Multiple Recline Position High Chair With 7 Level Height Adjustment And 3-Recline Modes 6 Months To 5 Years (Abstract White),1,9495,9495,Baby Gear,High Chairs & Booster Seats,R for Rabbit,7526,20
10443226,R for Rabbit Marshmallow High Chair For Baby  Multiple Recline Position High Chair With 7 Level Height Adjustment And 3-Recline Modes 6 Months To 5 Years (Abstract White),1,9495,9495,Baby Gear,High Chairs & Booster Seats,R for Rabbit,7536,20
15428479,Babyhug Independent 2-in-1 Hip Seat Carrier: Front & back carrying positions  Padded seat for comfort  Adjustable waist belt  Side storage pockets  Supports up to 15kg  Easy weight distribution for parents comfort- Grey,1,1599,1599,Baby Gear,Baby Carriers,Babyhug,1087,32
15428479,Babyhug Independent 2-in-1 Hip Seat Carrier: Front & back carrying positions  Padded seat for comfort  Adjustable waist belt  Side storage pockets  Supports up to 15kg  Easy weight distribution for parents comfort- Grey,1,1599,1599,Baby Gear,Baby Carriers,Babyhug,1087,32
2588430,Babyhug 3 in 1 Premium Baby Cotton Muslin Wrapper Cum Swaddle Giraffe Print Pack of 2 - Pink,1,1195,1195,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,872,27
2588430,Babyhug 3 in 1 Premium Baby Cotton Muslin Wrapper Cum Swaddle Giraffe Print Pack of 2 - Pink,1,1195,1195,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,872,27
20011664,Babyhug 4 in 1 Convertible High Chair with Adjustable Height & Comfortable Seat - Grey,1,3795,3795,Baby Gear,High Chairs & Booster Seats,Babyhug,2390,37
20011664,Babyhug 4 in 1 Convertible High Chair with Adjustable Height & Comfortable Seat - Grey,1,3795,3795,Baby Gear,High Chairs & Booster Seats,Babyhug,2390,37
2810517,Babyhug Premium 3 Layered Lightweight Baby Muslin Blanket Floral Print - Pink,1,1795,1795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,1461,18
2810517,Babyhug Premium 3 Layered Lightweight Baby Muslin Blanket Floral Print - Pink,1,1795,1795,Nursery,Blankets  Wrappers & Sleeping Bags,Babyhug,1461,18
19262337,Babyhug Baby Anti Roll Side Bolsters Party Theme  - Pink,1,549,549,Nursery,Baby Bedding Sets & Pillows,Babyhug,375,31
19262337,Babyhug Baby Anti Roll Side Bolsters Party Theme  - Pink,1,549,549,Nursery,Baby Bedding Sets & Pillows,Babyhug,375,31
11569961,Babyhug Head Shaping Mustard Seed Rai Pillow Unicorn Print - Sea Green,2,595,595,Nursery,Baby Bedding Sets & Pillows,Babyhug,392,34
11569961,Babyhug Head Shaping Mustard Seed Rai Pillow Unicorn Print - Sea Green,1,595,595,Nursery,Baby Bedding Sets & Pillows,Babyhug,392,34
